RSUScenario.node[0].nic.mac1609_4,0
RSUScenario.node[1].nic.mac1609_4,0
RSUScenario.node[2].nic.mac1609_4,0
RSUScenario.node[3].nic.mac1609_4,0
RSUScenario.node[4].nic.mac1609_4,0
RSUScenario.node[5].nic.mac1609_4,0
RSUScenario.node[6].nic.mac1609_4,0
RSUScenario.node[7].nic.mac1609_4,0
RSUScenario.node[8].nic.mac1609_4,0
RSUScenario.node[9].nic.mac1609_4,0
RSUScenario.node[10].nic.mac1609_4,0
RSUScenario.node[11].nic.mac1609_4,0
RSUScenario.node[12].nic.mac1609_4,0
RSUScenario.node[13].nic.mac1609_4,0
RSUScenario.node[14].nic.mac1609_4,0
RSUScenario.node[15].nic.mac1609_4,0
RSUScenario.node[16].nic.mac1609_4,0
RSUScenario.node[17].nic.mac1609_4,0
RSUScenario.node[18].nic.mac1609_4,0
RSUScenario.node[19].nic.mac1609_4,0
RSUScenario.node[20].nic.mac1609_4,0
RSUScenario.node[21].nic.mac1609_4,0
RSUScenario.node[22].nic.mac1609_4,0
RSUScenario.node[23].nic.mac1609_4,0
RSUScenario.node[24].nic.mac1609_4,0
RSUScenario.node[25].nic.mac1609_4,0
RSUScenario.node[26].nic.mac1609_4,0
RSUScenario.node[27].nic.mac1609_4,0
RSUScenario.node[28].nic.mac1609_4,0
RSUScenario.node[29].nic.mac1609_4,0
RSUScenario.node[30].nic.mac1609_4,0
RSUScenario.node[31].nic.mac1609_4,0
RSUScenario.node[32].nic.mac1609_4,0
RSUScenario.node[33].nic.mac1609_4,0
RSUScenario.node[34].nic.mac1609_4,0
RSUScenario.node[35].nic.mac1609_4,0
RSUScenario.node[36].nic.mac1609_4,0
RSUScenario.node[37].nic.mac1609_4,0
RSUScenario.node[38].nic.mac1609_4,0
RSUScenario.node[39].nic.mac1609_4,0
RSUScenario.node[40].nic.mac1609_4,0
RSUScenario.node[41].nic.mac1609_4,0
RSUScenario.node[42].nic.mac1609_4,0
RSUScenario.node[43].nic.mac1609_4,0
RSUScenario.node[44].nic.mac1609_4,0
RSUScenario.node[45].nic.mac1609_4,0
RSUScenario.node[46].nic.mac1609_4,0
RSUScenario.node[47].nic.mac1609_4,0
RSUScenario.node[48].nic.mac1609_4,0
RSUScenario.node[49].nic.mac1609_4,0
RSUScenario.node[50].nic.mac1609_4,0
RSUScenario.node[51].nic.mac1609_4,0
RSUScenario.node[52].nic.mac1609_4,0
RSUScenario.node[53].nic.mac1609_4,0
RSUScenario.node[54].nic.mac1609_4,0
RSUScenario.node[55].nic.mac1609_4,0
RSUScenario.node[56].nic.mac1609_4,0
RSUScenario.node[57].nic.mac1609_4,0
RSUScenario.node[58].nic.mac1609_4,0
RSUScenario.node[59].nic.mac1609_4,0
RSUScenario.node[60].nic.mac1609_4,0
RSUScenario.node[61].nic.mac1609_4,0
RSUScenario.node[62].nic.mac1609_4,0
RSUScenario.node[63].nic.mac1609_4,0
RSUScenario.node[64].nic.mac1609_4,0
RSUScenario.node[65].nic.mac1609_4,0
RSUScenario.node[66].nic.mac1609_4,0
RSUScenario.node[67].nic.mac1609_4,0
RSUScenario.node[68].nic.mac1609_4,0
RSUScenario.node[69].nic.mac1609_4,0
RSUScenario.node[70].nic.mac1609_4,0
RSUScenario.node[71].nic.mac1609_4,0
RSUScenario.node[72].nic.mac1609_4,0
RSUScenario.node[73].nic.mac1609_4,0
RSUScenario.node[74].nic.mac1609_4,0
